ORF,Sample,coverage,subtype,type,contigs,Domain,Phylum,Class,Order,Family,Genus,Species,Sample_type,mechanism
k141_467720_1,ARP4,0.713145825880026,abeM,multidrug,k141_467720,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,ARP,Antibiotic efflux
k141_512507_1,ARP4,0.253800780450648,aadA27,aminoglycoside,k141_512507,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter gyllenbergii,ARP,Antibiotic inactivation
k141_23524_1,ARP4,0.24088192363335,bacA,bacitracin,k141_23524,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus xylosus,ARP,Antibiotic target alteration
k141_556568_2,ARP4,0.542422821419871,Other class A beta-lactamase,beta_lactam,k141_556568,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,ARP,Antibiotic inactivation
k141_335737_1,ARP4,2.92679327703642,aadS,aminoglycoside,k141_335737,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium manosquense,ARP,Antibiotic inactivation
k141_157439_1,ARP4,0.306419969830545,MuxB,multidrug,k141_157439,Bacteria,Pseudomonadota,Betaproteobacteria,Unclassified,Casimicrobiaceae,Casimicrobium,Casimicrobium huifangae,ARP,Antibiotic efflux
k141_246656_1,ARP4,0.31501176640442,abeM,multidrug,k141_246656,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter schindleri,ARP,Antibiotic efflux
k141_337021_1,ARP4,0.34488272754986,tetB(P),tetracycline,k141_337021,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens,ARP,Antibiotic target protection
k141_470183_1,ARP4,0.444841380539386,APH(3')-Ia,aminoglycoside,k141_470183,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,ARP,Antibiotic inactivation
k141_425064_1,ARP4,1.11647057696451,ugd,polymyxin,k141_425064,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides daphniae,ARP,Antibiotic target alteration
k141_205507_2,ARP4,0.369108922863345,RanB,multidrug,k141_205507,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. MEBOG07,ARP,Antibiotic efflux
k141_294172_2,ARP4,0.755606217445631,VEB-3,beta_lactam,k141_294172,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,ARP,Antibiotic inactivation
k141_427554_2,ARP4,0.0905299352986105,MuxC,multidrug,k141_427554,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pulveribacter,Pulveribacter suum,ARP,Antibiotic efflux
k141_472859_9,ARP4,1.07980630930522,bacA,bacitracin,k141_472859,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. 2017,ARP,Antibiotic target alteration
k141_339819_1,ARP4,0.334706122903291,Other_major_facilitator_superfamily_transporter,multidrug,k141_339819,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudoxylosus,ARP,Antibiotic efflux
k141_649909_1,ARP4,0.404633553256879,bacA,bacitracin,k141_649909,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus psychrosaccharolyticus,ARP,Antibiotic target alteration
k141_117485_1,ARP4,1.10261686145265,bacA,bacitracin,k141_117485,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. H6,ARP,Antibiotic target alteration
k141_161977_1,ARP4,1.39560157632985,ere(A),macrolide-lincosamide-streptogramin,k141_161977,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ARP,Antibiotic inactivation
k141_562248_1,ARP4,0.216949541052443,arr-1,rifamycin,k141_562248,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides daphniae,ARP,Antibiotic inactivation
k141_209024_1,ARP4,0.479831805964596,RanA,multidrug,k141_209024,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp.,ARP,Antibiotic efflux
k141_209024_2,ARP4,0.499873395692878,RanB,multidrug,k141_209024,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp.,ARP,Antibiotic efflux
k141_431019_2,ARP4,0.987139554133314,MexB,multidrug,k141_431019,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter variabilis,ARP,Antibiotic efflux
k141_253962_2,ARP4,0.179252477121059,mexN,multidrug,k141_253962,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas muyukensis,ARP,Antibiotic efflux
k141_699754_8,ARP4,3.80940672570104,efpA,multidrug,k141_699754,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium confluentis,ARP,Antibiotic efflux
k141_478108_3,ARP4,0.626319711695127,erm(X),macrolide-lincosamide-streptogramin,k141_478108,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,ARP,Antibiotic target alteration
k141_300276_1,ARP4,0.167526678066351,tap,multidrug,k141_300276,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium rutilum,ARP,Antibiotic efflux
k141_567120_8,ARP4,0.700734463782636,fexA,chloramphenicol,k141_567120,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus carniphilus,ARP,Antibiotic efflux
k141_79827_3,ARP4,0.906545831245527,adeI,multidrug,k141_79827,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter variabilis,ARP,Antibiotic efflux
k141_35779_3,ARP4,0.34432181233312,OprM,multidrug,k141_35779,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter schindleri,ARP,Antibiotic efflux
k141_124614_2,ARP4,1.73660241444322,mtrD,multidrug,k141_124614,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia testudinis,ARP,Antibiotic efflux
k141_80717_1,ARP4,0.72216498642856,abeM,multidrug,k141_80717,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter variabilis,ARP,Antibiotic efflux
k141_36219_4,ARP4,1.31673511617297,bacA,bacitracin,k141_36219,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax sp. BAB1,ARP,Antibiotic target alteration
k141_525985_44,ARP4,2.78763288278807,RbpA,rifamycin,k141_525985,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic target protection
k141_703588_1,ARP4,0.690014750751604,mph(L),macrolide-lincosamide-streptogramin,k141_703588,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus sp. B2-18,ARP,Antibiotic inactivation
k141_437526_1,ARP4,0.551005714577607,mexK,multidrug,k141_437526,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas acidaminiphila,ARP,Antibiotic efflux
k141_393802_1,ARP4,1.58865434846594,tetX2,tetracycline,k141_393802,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Cloacibacterium normanense,ARP,Antibiotic inactivation
k141_393802_2,ARP4,1.99351048712629,lnu(H),macrolide-lincosamide-streptogramin,k141_393802,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Cloacibacterium normanense,ARP,Antibiotic inactivation
k141_706074_5,ARP4,0.834054217043984,lnu(G),macrolide-lincosamide-streptogramin,k141_706074,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,ARP,Antibiotic inactivation
k141_706124_2,ARP4,0.489216006574818,msr(I),pleuromutilin_tiamulin,k141_706124,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,ARP,Antibiotic target protection
k141_572023_1,ARP4,0.398917560095815,MexB,multidrug,k141_572023,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter schindleri,ARP,Antibiotic efflux
k141_439668_5,ARP4,0.829896321707197,tap,multidrug,k141_439668,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium sarraceniae,ARP,Antibiotic efflux
k141_219805_1,ARP4,0.298763031951237,efpA,multidrug,k141_219805,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium austroafricanum,ARP,Antibiotic efflux
k141_396432_1,ARP4,0.811947034771517,tet(43),tetracycline,k141_396432,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Actinacidiphila,Actinacidiphila bryophytorum,ARP,Antibiotic efflux
k141_41859_1,ARP4,0.385606952968413,tet(K),tetracycline,k141_41859,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,ARP,Antibiotic efflux
k141_132586_2,ARP4,0.738698630198182,tet(V),tetracycline,k141_132586,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. DL592,ARP,Antibiotic efflux
k141_189979_1,ARP5,2.28226217952865,GES-5,beta_lactam,k141_189979,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae,ARP,Antibiotic inactivation
k141_304532_2,ARP5,3.25594906659671,RbpA,rifamycin,k141_304532,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. DL592,ARP,Antibiotic target protection
k141_342668_1,ARP5,0.64740415471643,mel,macrolide-lincosamide-streptogramin,k141_342668,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus urinalis,ARP,Antibiotic target protection
k141_342912_1,ARP5,0.450761384975025,tet(43),tetracycline,k141_342912,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter sp. VKM Ac-2759,ARP,Antibiotic efflux
k141_494127_67,ARP5,4.42589136342744,RbpA,rifamycin,k141_494127,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia amarae,ARP,Antibiotic target protection
k141_39666_9,ARP5,5.71951665454689,tap,multidrug,k141_39666,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum,ARP,Antibiotic efflux
k141_229739_8,ARP5,6.27294937226184,efpA,multidrug,k141_229739,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium confluentis,ARP,Antibiotic efflux
k141_40084_1,ARP5,0.606940740722364,ugd,polymyxin,k141_40084,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Fluviibacteraceae,Fluviibacter,Fluviibacter phosphoraccumulans,ARP,Antibiotic target alteration
k141_419711_1,ARP5,0.277674289615677,efpA,multidrug,k141_419711,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. DL592,ARP,Antibiotic efflux
k141_571459_44,ARP5,2.88227231738838,RbpA,rifamycin,k141_571459,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic target protection
k141_421691_1,ARP5,0.235881288667603,lnu(D),macrolide-lincosamide-streptogramin,k141_421691,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix rhusiopathiae,ARP,Antibiotic inactivation
k141_535282_1,ARP5,1.15723270185304,erm(F),macrolide-lincosamide-streptogramin,k141_535282,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. POL2,ARP,Antibiotic target alteration
k141_384225_1,ARP5,0.637008250422482,ugd,polymyxin,k141_384225,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Fluviibacteraceae,Fluviibacter,Fluviibacter phosphoraccumulans,ARP,Antibiotic target alteration
k141_535437_1,ARP5,0.380272338035299,tap,multidrug,k141_535437,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum,ARP,Antibiotic efflux
k141_535437_2,ARP5,0.458225916456984,tap,multidrug,k141_535437,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium neoaurum,ARP,Antibiotic efflux
k141_233443_5,ARP5,0.522590488057375,mel,macrolide-lincosamide-streptogramin,k141_233443,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum,ARP,Antibiotic target protection
k141_157481_1,ARP5,1.30961174213341,efpA,multidrug,k141_157481,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium anyangense,ARP,Antibiotic efflux
k141_574629_2,ARP5,0.304245090318637,mph(G),macrolide-lincosamide-streptogramin,k141_574629,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Kaistella,Kaistella sp. BT6-1-3,ARP,Antibiotic inactivation
k141_423499_10,ARP5,1.4424657456482,tet(V),tetracycline,k141_423499,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium chitae,ARP,Antibiotic efflux
k141_462684_48,ARP5,5.0528910695347,efpA,multidrug,k141_462684,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic efflux
k141_504101_10,ARP5,5.78377653426114,lfrA,quinolone,k141_504101,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic efflux
k141_49630_1,ARP5,0.807781655098082,AAC(2')-Ib,aminoglycoside,k141_49630,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium phocaicum,ARP,Antibiotic inactivation
k141_88716_3,ARP5,3.11592366888115,OXA-10,beta_lactam,k141_88716,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,ARP,Antibiotic inactivation
k141_88716_4,ARP5,0.766752904918847,catB3,chloramphenicol,k141_88716,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,ARP,Antibiotic inactivation
k141_88716_5,ARP5,2.47636093643679,AAC(6')-Ib9,aminoglycoside,k141_88716,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,ARP,Antibiotic inactivation
k141_88716_6,ARP5,0.308495580896021,QnrVC4,quinolone,k141_88716,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,ARP,Antibiotic target protection
k141_430614_2,ARP5,0.454624515573683,tet(43),tetracycline,k141_430614,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides cynanchi,ARP,Antibiotic efflux
k141_90917_1,ARP5,0.893220703378953,APH(6)-Id,aminoglycoside,k141_90917,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ARP,Antibiotic inactivation
k141_90917_2,ARP5,1.01696651279935,APH(3'')-Ib,aminoglycoside,k141_90917,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ARP,Antibiotic inactivation
k141_280679_1,ARP5,0.772102660300728,tap,multidrug,k141_280679,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium helvum,ARP,Antibiotic efflux
k141_583805_30,ARP5,1.1287669780109,bacA,bacitracin,k141_583805,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp. PBL-H3,ARP,Antibiotic target alteration
k141_243726_1,ARP5,0.885557257313324,tet(G),tetracycline,k141_243726,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,Rhizorhabdus wittichii,ARP,Antibiotic efflux
k141_206301_1,ARP5,0.9812142336817,qacH,multidrug,k141_206301,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. HDW3,ARP,Antibiotic efflux
k141_206301_2,ARP5,0.420756690406593,aadA5,aminoglycoside,k141_206301,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. HDW3,ARP,Antibiotic inactivation
k141_206480_1,ARP5,1.50913353874373,lnu(H),macrolide-lincosamide-streptogramin,k141_206480,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. POL2,ARP,Antibiotic inactivation
k141_206512_1,ARP5,0.788424125350339,efpA,multidrug,k141_206512,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium madagascariense,ARP,Antibiotic efflux
k141_93655_3,ARP5,0.463470979952722,tet(33),tetracycline,k141_93655,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium xerosis,ARP,Antibiotic efflux
k141_473039_1,ARP5,0.800966213310207,RanB,multidrug,k141_473039,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Cloacibacterium caeni,ARP,Antibiotic efflux
k141_509865_3,ARP5,2.12199984022176,tet(43),tetracycline,k141_509865,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia amarae,ARP,Antibiotic efflux
k141_473477_1,ARP5,1.99408729373288,RbpA,rifamycin,k141_473477,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium brumae,ARP,Antibiotic target protection
k141_587156_2,ARP5,0.286384654542731,tap,multidrug,k141_587156,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium chitae,ARP,Antibiotic efflux
k141_361721_5,ARP5,0.873611913104468,AER-1,beta_lactam,k141_361721,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfurimicrobium,Sulfurimicrobium lacus,ARP,Antibiotic inactivation
k141_286783_1,ARP5,0.782278711633776,aadS,aminoglycoside,k141_286783,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. POL2,ARP,Antibiotic inactivation
k141_402817_1,ARP5,0.701603144172387,ugd,polymyxin,k141_402817,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Romboutsia sp. CE17,ARP,Antibiotic target alteration
k141_328335_2,ARP5,0.685972645571316,lfrA,quinolone,k141_328335,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium phocaicum,ARP,Antibiotic efflux
k141_366389_5,ARP5,0.77457338881369,Other class A beta-lactamase,beta_lactam,k141_366389,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ARP,Antibiotic inactivation
k141_366389_6,ARP5,0.36886092244577,tet(A),tetracycline,k141_366389,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ARP,Antibiotic efflux
k141_405347_2,ARP5,0.560844903253834,tet(V),tetracycline,k141_405347,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium sarraceniae,ARP,Antibiotic efflux
k141_291972_1,ARP5,3.11220710692309,ere(A),macrolide-lincosamide-streptogramin,k141_291972,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,ARP,Antibiotic inactivation
k141_369380_5,ARP5,1.35524693530291,AAC(2')-Ic,aminoglycoside,k141_369380,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium anyangense,ARP,Antibiotic inactivation
k141_30076_9,ARP5,0.970294869957041,bacA,bacitracin,k141_30076,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sp. CD3-6,ARP,Antibiotic target alteration
k141_520951_2,ARP5,4.96593398890477,tap,multidrug,k141_520951,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium insubricum,ARP,Antibiotic efflux
k141_108644_7,ARP5,1.24548796187114,tet(C),tetracycline,k141_108644,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium fallax,ARP,Antibiotic efflux
k141_337731_1,ARP5,0.496815345689099,bacA,bacitracin,k141_337731,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. RAC01,ARP,Antibiotic target alteration
k141_263232_2,ARP5,0.928114509030239,mefF,multidrug,k141_263232,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus capsici,ARP,Antibiotic efflux
k141_263232_3,ARP5,1.06078006714998,msr(G),pleuromutilin_tiamulin,k141_263232,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus capsici,ARP,Antibiotic target protection
k141_300680_1,ARP5,0.904359920064512,mexK,multidrug,k141_300680,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. YMA4,ARP,Antibiotic efflux
k141_454064_1,ARP5,0.395693452864085,tolC,multidrug,k141_454064,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. SCLZS86,ARP,Antibiotic efflux
k141_712198_1,AT1,1.11392723595672,aadA,aminoglycoside,k141_712198,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. ASNIH1,AT,Antibiotic inactivation
k141_712198_2,AT1,4.99416457778259,qacEdelta1,multidrug,k141_712198,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. ASNIH1,AT,Antibiotic efflux
k141_712198_3,AT1,11.6613290215444,sul1,sulfonamide,k141_712198,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. ASNIH1,AT,Antibiotic target replacement
k141_454684_2,AT1,1.33182105825473,floR,florfenicol,k141_454684,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella anthropi,AT,Antibiotic efflux
k141_454684_4,AT1,1.27670607810405,tet(G),tetracycline,k141_454684,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella anthropi,AT,Antibiotic efflux
k141_779586_1,AT1,0.513981471374603,OXA-46,beta_lactam,k141_779586,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,AT,Antibiotic inactivation
k141_521853_12,AT1,3.1013463157768,MuxB,multidrug,k141_521853,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,Pigmentiphaga aceris,AT,Antibiotic efflux
k141_522115_2,AT1,2.37223759683894,amrB,multidrug,k141_522115,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia testudinis,AT,Antibiotic efflux
k141_134062_1,AT1,1.20384492436492,bacA,bacitracin,k141_134062,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia oryzae,AT,Antibiotic target alteration
k141_716979_1,AT1,0.46831294060811,OXA-347,beta_lactam,k141_716979,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratimimus,AT,Antibiotic inactivation
k141_199858_1,AT1,0.428754931429689,erm(B),macrolide-lincosamide-streptogramin,k141_199858,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. FDAARGOS_375,AT,Antibiotic target alteration
k141_783896_1,AT1,0.425346832118757,rosA,polymyxin,k141_783896,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Paludibacterium,Paludibacterium sp. B53371,AT,Antibiotic efflux
k141_980783_5,AT1,1.00716150836672,MuxB,multidrug,k141_980783,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. YS12,AT,Antibiotic efflux
k141_11234_1,AT1,1.31926321467609,OprM,multidrug,k141_11234,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp. NH-16,AT,Antibiotic efflux
k141_141173_8,AT1,2.69199750277642,oqxB,multidrug,k141_141173,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas euroxanthea,AT,Antibiotic efflux
k141_141173_9,AT1,1.47716647004449,oqxB,multidrug,k141_141173,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas euroxanthea,AT,Antibiotic efflux
